GR_ID,PO_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty
GR05702,PO05702,2024-07-12,611,6
GR05703,PO05703,2022-03-14,534,4
GR05704,PO05704,2024-02-15,312,5
GR05705,PO05705,2022-07-21,751,12
GR05706,PO05706,2023-03-08,776,31
GR05707,PO05707,2022-05-07,719,8
GR05708,PO05708,2023-09-12,191,2
GR05709,PO05709,2024-09-22,629,6
GR05710,PO05710,2022-12-29,101,0
GR05711,PO05711,2024-12-17,769,34
GR05712,PO05712,2025-01-02,742,2
GR05713,PO05713,2023-01-13,768,4
GR05714,PO05714,2023-05-21,235,2
GR05715,PO05715,2023-10-11,411,6
GR05716,PO05716,2023-07-21,564,6
GR05717,PO05717,2024-04-01,329,3
GR05718,PO05718,2024-04-26,583,3
GR05719,PO05719,2022-01-28,361,4
GR05720,PO05720,2025-01-02,362,3
GR05721,PO05721,2023-03-12,839,5
GR05722,PO05722,2023-02-08,912,8
GR05723,PO05723,2023-03-31,694,13
GR05724,PO05724,2022-06-05,123,2
GR05725,PO05725,2023-09-21,143,0
GR05726,PO05726,2024-11-25,636,2
GR05727,PO05727,2023-07-10,132,1
GR05728,PO05728,2022-05-12,612,7
GR05729,PO05729,2024-05-27,877,9
GR05730,PO05730,2022-10-29,484,6
GR05731,PO05731,2024-02-16,798,29
GR05732,PO05732,2023-05-31,540,9
GR05733,PO05733,2023-07-17,576,9
GR05734,PO05734,2022-12-19,764,10
GR05735,PO05735,2024-07-07,465,7
GR05736,PO05736,2023-03-16,676,6
GR05737,PO05737,2022-11-02,978,15
GR05738,PO05738,2024-12-21,780,5
GR05739,PO05739,2022-11-08,764,4
GR05740,PO05740,2024-03-01,816,5
GR05741,PO05741,2022-12-06,299,8
GR05742,PO05742,2023-01-30,746,12
GR05743,PO05743,2023-02-15,669,32
GR05744,PO05744,2023-02-27,222,2
GR05745,PO05745,2022-12-17,974,9
GR05746,PO05746,2023-01-01,225,1
GR05747,PO05747,2022-12-07,423,3
GR05748,PO05748,2023-02-18,571,3
GR05749,PO05749,2024-09-15,97,3
GR05750,PO05750,2023-07-22,555,1
GR05751,PO05751,2022-09-10,222,2
GR05752,PO05752,2022-07-22,164,5
GR05753,PO05753,2022-07-16,985,13
GR05754,PO05754,2022-05-12,901,1
GR05755,PO05755,2024-11-29,919,8
GR05756,PO05756,2024-11-21,343,6
GR05757,PO05757,2024-03-02,539,8
GR05758,PO05758,2024-08-26,317,2
GR05759,PO05759,2022-02-06,52,0
GR05760,PO05760,2024-05-15,271,4
GR05761,PO05761,2022-04-01,705,13
GR05762,PO05762,2024-02-26,890,21
GR05763,PO05763,2023-08-27,521,15
GR05764,PO05764,2024-09-05,108,1
GR05765,PO05765,2023-06-10,52,2
GR05766,PO05766,2024-02-18,384,4
GR05767,PO05767,2024-07-07,409,2
GR05768,PO05768,2023-03-28,51,0
GR05769,PO05769,2024-02-29,960,43
GR05770,PO05770,2022-10-30,456,6
GR05771,PO05771,2024-03-31,56,2
GR05772,PO05772,2023-04-06,490,8
GR05773,PO05773,2023-09-25,248,1
GR05774,PO05774,2022-12-19,591,6
GR05775,PO05775,2024-07-19,965,32
GR05776,PO05776,2022-08-11,467,5
GR05777,PO05777,2022-04-19,983,16
GR05778,PO05778,2024-04-10,52,0
GR05779,PO05779,2023-11-12,834,10
GR05780,PO05780,2024-02-12,277,2
GR05781,PO05781,2024-05-04,449,6
GR05782,PO05782,2022-03-23,355,11
GR05783,PO05783,2024-03-21,486,13
GR05784,PO05784,2023-07-07,598,3
GR05785,PO05785,2023-09-24,156,1
GR05786,PO05786,2024-12-11,718,11
GR05787,PO05787,2022-10-06,211,2
GR05788,PO05788,2024-01-09,411,2
GR05789,PO05789,2022-07-21,55,0
GR05790,PO05790,2025-01-17,950,36
GR05791,PO05791,2024-04-08,160,1
GR05792,PO05792,2024-01-05,341,2
GR05793,PO05793,2023-06-05,181,3
GR05794,PO05794,2025-01-05,478,3
GR05795,PO05795,2022-01-25,967,14
GR05796,PO05796,2022-02-19,214,6
GR05797,PO05797,2024-12-07,539,8
GR05798,PO05798,2022-12-15,167,2
GR05799,PO05799,2023-09-06,550,3
GR05800,PO05800,2024-07-05,864,15
GR05801,PO05801,2022-07-01,382,4
GR05802,PO05802,2023-06-14,561,10
GR05803,PO05803,2023-07-25,182,1
GR05804,PO05804,2024-09-05,156,0
GR05805,PO05805,2023-02-15,179,0
GR05806,PO05806,2022-11-07,397,3
GR05807,PO05807,2024-06-09,62,1
GR05808,PO05808,2023-02-22,99,0
GR05809,PO05809,2023-01-15,484,3
GR05810,PO05810,2023-03-15,489,9
GR05811,PO05811,2024-01-15,341,4
GR05812,PO05812,2024-08-29,546,7
GR05813,PO05813,2023-06-26,828,14
GR05814,PO05814,2023-08-09,298,1
GR05815,PO05815,2022-11-07,791,5
GR05816,PO05816,2024-03-22,236,11
GR05817,PO05817,2023-11-01,334,1
GR05818,PO05818,2022-12-23,929,11
GR05819,PO05819,2023-11-09,764,11
GR05820,PO05820,2025-01-04,732,0
GR05821,PO05821,2023-08-15,253,1
GR05822,PO05822,2023-08-02,773,11
GR05823,PO05823,2023-10-15,764,4
GR05824,PO05824,2023-04-10,672,22
GR05825,PO05825,2023-12-16,241,2
GR05826,PO05826,2022-11-02,279,4
GR05827,PO05827,2024-07-05,181,2
GR05828,PO05828,2022-08-18,88,0
GR05829,PO05829,2024-07-06,244,1
GR05830,PO05830,2024-12-21,482,8
GR05831,PO05831,2022-12-27,676,2
GR05832,PO05832,2022-06-27,141,1
GR05833,PO05833,2023-03-23,438,6
GR05834,PO05834,2023-01-26,585,6
GR05835,PO05835,2024-06-04,762,13
GR05836,PO05836,2023-11-13,274,3
GR05837,PO05837,2023-08-21,483,4
GR05838,PO05838,2022-11-15,112,1
GR05839,PO05839,2022-09-24,484,17
GR05840,PO05840,2022-09-20,358,2
GR05841,PO05841,2024-01-30,322,4
GR05842,PO05842,2022-02-16,334,8
GR05843,PO05843,2022-11-03,775,37
GR05844,PO05844,2023-11-10,302,2
GR05845,PO05845,2024-03-02,965,10
GR05846,PO05846,2022-08-24,232,1
GR05847,PO05847,2024-10-10,48,1
GR05848,PO05848,2024-04-13,725,14
GR05849,PO05849,2024-04-27,262,1
GR05850,PO05850,2023-05-24,531,10
GR05851,PO05851,2024-02-20,980,10
GR05852,PO05852,2023-05-08,488,4
GR05853,PO05853,2023-02-10,305,2
GR05854,PO05854,2024-06-06,422,6
GR05855,PO05855,2024-06-09,361,6
GR05856,PO05856,2022-04-09,146,2
GR05857,PO05857,2023-10-07,747,4
GR05858,PO05858,2022-06-28,389,5
GR05859,PO05859,2025-01-12,805,20
GR05860,PO05860,2022-10-14,807,18
GR05861,PO05861,2022-05-02,668,10
GR05862,PO05862,2023-01-06,293,8
GR05863,PO05863,2023-02-26,263,2
GR05864,PO05864,2024-01-23,135,1
GR05865,PO05865,2024-10-02,180,2
GR05866,PO05866,2022-06-23,88,0
GR05867,PO05867,2023-12-24,246,4
GR05868,PO05868,2023-06-10,993,5
GR05869,PO05869,2023-03-05,122,1
GR05870,PO05870,2023-07-29,678,5
GR05871,PO05871,2023-07-21,358,5
GR05872,PO05872,2024-06-04,828,8
GR05873,PO05873,2024-06-10,591,11
GR05874,PO05874,2023-03-01,89,0
GR05875,PO05875,2023-07-14,246,3
GR05876,PO05876,2022-02-23,612,6
GR05877,PO05877,2023-10-28,960,5
GR05878,PO05878,2022-08-03,961,30
GR05879,PO05879,2023-08-01,509,19
GR05880,PO05880,2024-12-19,981,11
GR05881,PO05881,2024-08-15,116,0
GR05882,PO05882,2022-11-15,479,6
GR05883,PO05883,2024-07-09,562,7
GR05884,PO05884,2024-06-21,217,0
GR05885,PO05885,2024-10-28,759,11
GR05886,PO05886,2024-11-02,341,5
GR05887,PO05887,2024-05-20,625,24
GR05888,PO05888,2022-10-26,859,15
GR05889,PO05889,2023-04-12,804,9
GR05890,PO05890,2023-07-30,555,5
GR05891,PO05891,2023-05-30,941,11
GR05892,PO05892,2024-12-15,123,4
GR05893,PO05893,2024-03-18,496,4
GR05894,PO05894,2024-03-06,439,18
GR05895,PO05895,2023-12-09,460,5
GR05896,PO05896,2022-05-22,258,2
GR05897,PO05897,2023-08-29,48,0
GR05898,PO05898,2024-08-26,634,3
GR05899,PO05899,2023-04-15,655,13
GR05900,PO05900,2024-01-17,946,6
GR05901,PO05901,2024-10-15,514,25
GR05902,PO05902,2022-09-18,773,25
GR05903,PO05903,2022-10-17,312,5
GR05904,PO05904,2024-10-12,920,10
GR05905,PO05905,2023-06-22,350,3
GR05906,PO05906,2023-11-11,615,7
GR05907,PO05907,2024-10-05,224,3
GR05908,PO05908,2024-08-22,91,1
GR05909,PO05909,2024-06-20,289,4
GR05910,PO05910,2023-10-04,89,0
GR05911,PO05911,2022-05-16,953,5
GR05912,PO05912,2022-05-28,996,17
GR05913,PO05913,2022-10-03,323,3
GR05914,PO05914,2023-07-14,702,5
GR05915,PO05915,2022-12-30,892,0
GR05916,PO05916,2023-06-01,596,11
GR05917,PO05917,2023-06-04,50,0
GR05918,PO05918,2024-11-07,693,23
GR05919,PO05919,2023-05-03,382,10
GR05920,PO05920,2023-03-04,770,13
GR05921,PO05921,2024-08-27,789,11
GR05922,PO05922,2024-10-23,467,5
GR05923,PO05923,2023-09-24,380,3
GR05924,PO05924,2023-03-24,688,8
GR05925,PO05925,2023-12-17,888,7
GR05926,PO05926,2023-08-20,273,12
GR05927,PO05927,2024-07-25,226,3
GR05928,PO05928,2024-04-17,66,1
GR05929,PO05929,2023-12-11,721,8
GR05930,PO05930,2023-11-04,784,6
GR05931,PO05931,2022-09-27,717,5
GR05932,PO05932,2022-11-12,938,18
GR05933,PO05933,2022-03-01,884,10
GR05934,PO05934,2022-07-20,270,4
GR05935,PO05935,2023-01-18,321,2
GR05936,PO05936,2024-11-18,643,9
GR05937,PO05937,2023-02-25,206,2
GR05938,PO05938,2024-12-31,287,5
GR05939,PO05939,2022-05-19,424,3
GR05940,PO05940,2022-12-20,968,5
GR05941,PO05941,2022-09-30,141,1
GR05942,PO05942,2023-09-26,233,2
GR05943,PO05943,2022-06-23,234,4
GR05944,PO05944,2022-06-17,241,3
GR05945,PO05945,2022-04-24,793,5
GR05946,PO05946,2024-01-20,709,11
GR05947,PO05947,2024-05-15,68,0
GR05948,PO05948,2022-04-18,211,2
GR05949,PO05949,2022-02-28,883,8
GR05950,PO05950,2023-10-03,750,11
GR05951,PO05951,2024-04-18,119,1
GR05952,PO05952,2022-06-05,120,1
GR05953,PO05953,2022-06-25,296,2
GR05954,PO05954,2023-02-25,975,13
GR05955,PO05955,2024-09-15,151,2
GR05956,PO05956,2022-09-28,187,1
GR05957,PO05957,2022-06-05,666,11
GR05958,PO05958,2024-11-09,436,6
GR05959,PO05959,2023-09-10,71,0
GR05960,PO05960,2023-05-20,895,16
GR05961,PO05961,2023-01-16,828,10
GR05962,PO05962,2023-02-22,180,3
GR05963,PO05963,2023-03-27,833,0
GR05964,PO05964,2023-11-27,324,5
GR05965,PO05965,2024-09-25,690,13
GR05966,PO05966,2022-08-06,856,12
GR05967,PO05967,2022-08-13,858,13
GR05968,PO05968,2024-04-22,601,9
GR05969,PO05969,2022-10-05,922,16
GR05970,PO05970,2022-02-26,254,4
GR05971,PO05971,2022-03-25,540,10
GR05972,PO05972,2024-11-07,883,7
GR05973,PO05973,2023-07-24,364,3
GR05974,PO05974,2023-05-31,538,3
GR05975,PO05975,2024-02-01,297,2
GR05976,PO05976,2024-01-26,604,11
GR05977,PO05977,2024-05-10,687,10
GR05978,PO05978,2023-03-09,174,1
GR05979,PO05979,2024-05-08,892,3
GR05980,PO05980,2023-12-19,153,6
GR05981,PO05981,2022-08-10,348,3
GR05982,PO05982,2025-01-12,568,3
GR05983,PO05983,2024-05-11,195,2
GR05984,PO05984,2022-10-25,982,11
GR05985,PO05985,2024-07-15,70,1
GR05986,PO05986,2024-07-28,484,3
GR05987,PO05987,2023-12-22,196,1
GR05988,PO05988,2024-10-12,720,29
GR05989,PO05989,2024-09-30,279,1
GR05990,PO05990,2024-06-10,751,10
GR05991,PO05991,2023-12-07,553,5
GR05992,PO05992,2024-04-10,161,0
GR05993,PO05993,2024-10-02,149,2
GR05994,PO05994,2024-10-09,415,6
GR05995,PO05995,2024-05-04,677,5
GR05996,PO05996,2023-05-05,170,2
GR05997,PO05997,2023-08-02,994,37
GR05998,PO05998,2024-01-25,966,14
GR05999,PO05999,2024-05-17,664,23
GR06000,PO06000,2023-01-11,227,2
GR06001,PO06001,2022-06-05,592,4
GR06002,PO06002,2023-11-28,663,6
GR06003,PO06003,2023-05-11,741,8
GR06004,PO06004,2023-08-07,203,0
GR06005,PO06005,2023-10-28,688,11
GR06006,PO06006,2023-02-25,402,6
GR06007,PO06007,2022-09-29,325,2
GR06008,PO06008,2023-05-01,722,6
GR06009,PO06009,2022-02-18,318,9
GR06010,PO06010,2022-01-24,853,12
GR06011,PO06011,2024-04-17,929,7
GR06012,PO06012,2022-08-21,844,6
GR06013,PO06013,2023-07-14,373,4
GR06014,PO06014,2023-04-12,447,8
GR06015,PO06015,2024-01-06,788,9
GR06016,PO06016,2024-04-25,881,11
GR06017,PO06017,2022-02-06,165,1
GR06018,PO06018,2024-12-21,792,4
GR06019,PO06019,2024-03-01,196,1
GR06020,PO06020,2024-01-19,379,6
GR06021,PO06021,2023-05-08,235,4
GR06022,PO06022,2022-01-28,411,4
GR06023,PO06023,2023-11-16,554,5
GR06024,PO06024,2023-04-14,540,3
GR06025,PO06025,2024-08-06,662,13
GR06026,PO06026,2023-01-06,187,3
GR06027,PO06027,2022-01-22,439,1
GR06028,PO06028,2024-05-27,612,8
GR06029,PO06029,2023-08-18,597,8
GR06030,PO06030,2022-11-04,552,10
GR06031,PO06031,2023-10-13,595,4
GR06032,PO06032,2024-05-29,440,7
GR06033,PO06033,2023-11-20,642,6
GR06034,PO06034,2023-09-29,585,4
GR06035,PO06035,2023-02-06,769,6
GR06036,PO06036,2022-09-23,286,4
GR06037,PO06037,2024-11-04,48,1
GR06038,PO06038,2023-09-26,920,17
GR06039,PO06039,2023-08-18,416,2
GR06040,PO06040,2022-12-23,183,2
GR06041,PO06041,2023-03-14,108,1
GR06042,PO06042,2022-06-05,415,14
GR06043,PO06043,2023-11-15,348,4
GR06044,PO06044,2024-09-11,197,2
GR06045,PO06045,2023-01-31,293,4
GR06046,PO06046,2024-04-06,894,16
GR06047,PO06047,2024-08-23,105,0
GR06048,PO06048,2025-01-10,170,1
GR06049,PO06049,2024-12-19,435,2
GR06050,PO06050,2023-03-06,757,3
GR06051,PO06051,2023-04-04,427,1
GR06052,PO06052,2024-10-31,765,13
GR06053,PO06053,2024-05-03,728,11
GR06054,PO06054,2023-03-19,534,5
GR06055,PO06055,2023-10-21,80,0
GR06056,PO06056,2022-11-14,421,2
GR06057,PO06057,2022-05-12,126,1
GR06058,PO06058,2022-10-20,123,0
GR06059,PO06059,2022-08-22,630,12
GR06060,PO06060,2023-04-19,200,3
GR06061,PO06061,2022-07-08,531,6
GR06062,PO06062,2024-10-12,816,8
GR06063,PO06063,2024-01-07,762,7
GR06064,PO06064,2024-09-09,527,9
GR06065,PO06065,2023-12-31,786,15
GR06066,PO06066,2023-03-07,503,4
GR06067,PO06067,2025-01-19,341,5
GR06068,PO06068,2024-09-19,206,3
GR06069,PO06069,2024-02-28,947,11
GR06070,PO06070,2022-11-22,666,25
GR06071,PO06071,2023-06-02,563,6
GR06072,PO06072,2022-02-13,59,0
GR06073,PO06073,2022-09-18,897,17
GR06074,PO06074,2022-04-02,741,4
GR06075,PO06075,2024-04-27,616,7
GR06076,PO06076,2022-03-06,989,10
GR06077,PO06077,2022-11-23,363,18
GR06078,PO06078,2022-06-22,482,5
GR06079,PO06079,2023-04-01,324,2
GR06080,PO06080,2023-03-02,581,9
GR06081,PO06081,2022-07-29,178,2
GR06082,PO06082,2023-12-12,458,4
GR06083,PO06083,2022-02-10,274,2
GR06084,PO06084,2023-01-26,238,4
GR06085,PO06085,2022-06-16,885,5
GR06086,PO06086,2022-09-08,535,7
GR06087,PO06087,2022-02-09,714,7
GR06088,PO06088,2024-03-06,895,7
GR06089,PO06089,2022-12-18,216,4
GR06090,PO06090,2023-07-11,867,16
GR06091,PO06091,2023-11-21,708,24
GR06092,PO06092,2023-05-16,249,2
GR06093,PO06093,2024-03-06,158,1
GR06094,PO06094,2023-08-25,128,0
GR06095,PO06095,2024-01-27,665,17
GR06096,PO06096,2024-12-29,73,0
GR06097,PO06097,2022-03-01,334,0
GR06098,PO06098,2023-06-14,599,4
GR06099,PO06099,2022-05-30,112,0
GR06100,PO06100,2022-09-08,660,9
GR06101,PO06101,2022-04-19,821,6
GR06102,PO06102,2023-03-15,239,2
GR06103,PO06103,2023-09-27,703,12
GR06104,PO06104,2022-05-24,296,13
GR06105,PO06105,2024-05-16,135,1
GR06106,PO06106,2024-02-03,624,21
GR06107,PO06107,2022-10-20,95,1
GR06108,PO06108,2022-11-22,369,3
GR06109,PO06109,2023-02-02,361,4
GR06110,PO06110,2023-09-05,411,5
GR06111,PO06111,2022-02-06,454,5
GR06112,PO06112,2022-08-12,247,10
GR06113,PO06113,2023-02-08,817,7
GR06114,PO06114,2023-09-19,791,6
GR06115,PO06115,2023-12-24,181,7
GR06116,PO06116,2023-02-16,388,4
GR06117,PO06117,2022-03-17,966,15
GR06118,PO06118,2022-12-06,152,7
GR06119,PO06119,2024-01-23,873,27
GR06120,PO06120,2022-06-19,74,0
GR06121,PO06121,2024-03-31,538,9
GR06122,PO06122,2024-12-03,345,11
GR06123,PO06123,2022-12-03,202,0
GR06124,PO06124,2024-01-20,130,1
GR06125,PO06125,2023-09-03,782,7
GR06126,PO06126,2024-12-09,954,7
GR06127,PO06127,2023-05-24,876,12
GR06128,PO06128,2023-06-12,832,4
GR06129,PO06129,2022-09-17,561,3
GR06130,PO06130,2024-10-03,793,4
GR06131,PO06131,2022-04-02,832,9
GR06132,PO06132,2024-05-13,503,3
GR06133,PO06133,2024-04-15,395,6
GR06134,PO06134,2022-07-23,416,5
GR06135,PO06135,2023-02-14,88,0
GR06136,PO06136,2024-01-28,289,5
GR06137,PO06137,2024-10-13,672,12
GR06138,PO06138,2023-04-30,201,2
GR06139,PO06139,2022-11-24,149,0
GR06140,PO06140,2023-08-05,192,2
GR06141,PO06141,2022-04-16,610,3
GR06142,PO06142,2024-11-12,558,4
GR06143,PO06143,2023-01-02,510,10
GR06144,PO06144,2022-07-10,223,3
GR06145,PO06145,2023-01-15,211,3
GR06146,PO06146,2024-10-04,331,4
GR06147,PO06147,2023-12-12,411,18
GR06148,PO06148,2023-05-26,117,1
GR06149,PO06149,2022-02-08,772,9
GR06150,PO06150,2022-10-03,312,5
GR06151,PO06151,2023-03-17,310,3
GR06152,PO06152,2024-07-08,712,6
GR06153,PO06153,2022-08-01,172,3
GR06154,PO06154,2023-09-25,87,1
GR06155,PO06155,2023-02-20,929,32
GR06156,PO06156,2022-01-29,455,7
GR06157,PO06157,2022-03-31,922,10
GR06158,PO06158,2024-07-20,498,8
GR06159,PO06159,2025-01-16,569,26
GR06160,PO06160,2024-01-26,430,2
GR06161,PO06161,2024-12-16,745,5
GR06162,PO06162,2024-08-06,564,11
GR06163,PO06163,2022-09-06,314,1
GR06164,PO06164,2023-09-04,680,15
GR06165,PO06165,2022-06-14,803,12
GR06166,PO06166,2023-01-31,765,0
GR06167,PO06167,2022-09-26,205,3
GR06168,PO06168,2024-03-14,347,6
GR06169,PO06169,2022-06-02,209,1
GR06170,PO06170,2024-12-30,920,7
GR06171,PO06171,2024-09-11,277,2
GR06172,PO06172,2023-06-19,943,8
GR06173,PO06173,2024-09-11,735,6
GR06174,PO06174,2022-04-14,407,4
GR06175,PO06175,2022-04-18,526,6
GR06176,PO06176,2023-07-22,967,8
GR06177,PO06177,2024-10-15,159,2
GR06178,PO06178,2022-09-06,230,3
GR06179,PO06179,2025-01-20,986,7
GR06180,PO06180,2024-05-09,835,15
GR06181,PO06181,2022-06-29,250,0
GR06182,PO06182,2022-08-10,386,3
GR06183,PO06183,2024-02-22,373,6
GR06184,PO06184,2023-01-08,664,5
GR06185,PO06185,2023-05-24,265,3
GR06186,PO06186,2024-05-26,162,2
GR06187,PO06187,2024-10-23,512,7
GR06188,PO06188,2023-07-26,605,17
GR06189,PO06189,2023-12-06,530,5
GR06190,PO06190,2022-11-16,703,13
GR06191,PO06191,2022-02-27,376,4
GR06192,PO06192,2025-01-01,661,16
GR06193,PO06193,2023-08-21,110,0
GR06194,PO06194,2023-08-15,858,30
GR06195,PO06195,2022-08-13,530,1
GR06196,PO06196,2023-02-22,103,1
GR06197,PO06197,2022-04-01,938,7
GR06198,PO06198,2024-02-01,824,2
GR06199,PO06199,2023-11-26,322,2
GR06200,PO06200,2024-06-11,696,11
GR06201,PO06201,2023-04-18,130,2
GR06202,PO06202,2024-05-19,119,2
GR06203,PO06203,2025-01-11,462,9
GR06204,PO06204,2024-02-09,355,6
GR06205,PO06205,2022-10-31,938,11
GR06206,PO06206,2024-06-20,586,4
GR06207,PO06207,2022-11-16,734,4
GR06208,PO06208,2024-05-20,234,3
GR06209,PO06209,2023-07-19,139,1
GR06210,PO06210,2023-05-31,399,3
GR06211,PO06211,2024-01-22,216,1
GR06212,PO06212,2023-03-30,405,4
GR06213,PO06213,2024-08-09,542,8
GR06214,PO06214,2024-05-22,598,11
GR06215,PO06215,2022-09-24,759,6
GR06216,PO06216,2022-05-03,412,3
GR06217,PO06217,2024-04-20,888,15
GR06218,PO06218,2022-09-23,623,11
GR06219,PO06219,2023-12-20,128,1
GR06220,PO06220,2023-04-28,379,7
GR06221,PO06221,2023-02-27,62,1
GR06222,PO06222,2024-05-16,967,10
GR06223,PO06223,2023-08-08,196,1
GR06224,PO06224,2023-12-22,935,9
GR06225,PO06225,2022-01-15,166,1
GR06226,PO06226,2024-10-09,317,1
GR06227,PO06227,2024-03-22,786,4
GR06228,PO06228,2023-09-05,506,3
GR06229,PO06229,2022-11-09,695,12
GR06230,PO06230,2022-02-10,700,7
GR06231,PO06231,2024-09-17,85,0
GR06232,PO06232,2023-08-15,808,9
GR06233,PO06233,2024-09-16,479,7
GR06234,PO06234,2023-01-20,840,14
GR06235,PO06235,2023-05-29,661,1
GR06236,PO06236,2022-04-23,267,5
GR06237,PO06237,2024-11-23,261,6
GR06238,PO06238,2024-05-11,741,13
GR06239,PO06239,2023-09-16,429,4
GR06240,PO06240,2022-11-27,66,1
GR06241,PO06241,2024-04-18,968,18
GR06242,PO06242,2024-12-17,564,6
GR06243,PO06243,2024-03-12,761,12
GR06244,PO06244,2024-05-22,714,10
GR06245,PO06245,2022-09-10,468,2
GR06246,PO06246,2024-09-04,409,5
GR06247,PO06247,2023-04-13,897,35
GR06248,PO06248,2023-06-01,483,7
GR06249,PO06249,2023-10-27,829,5
GR06250,PO06250,2024-09-29,166,1
GR06251,PO06251,2023-06-03,517,8
GR06252,PO06252,2022-07-07,429,1
GR06253,PO06253,2022-06-18,613,8
GR06254,PO06254,2024-04-06,604,1
GR06255,PO06255,2024-11-04,435,2
GR06256,PO06256,2022-04-27,915,14
GR06257,PO06257,2022-03-25,698,4
GR06258,PO06258,2022-08-08,763,13
GR06259,PO06259,2022-11-03,138,1
GR06260,PO06260,2022-03-20,136,0
GR06261,PO06261,2022-11-18,680,0
GR06262,PO06262,2022-07-07,156,1
GR06263,PO06263,2024-02-11,815,12
GR06264,PO06264,2022-11-07,149,1
GR06265,PO06265,2022-06-14,564,3
GR06266,PO06266,2022-03-25,733,24
GR06267,PO06267,2024-06-20,922,13
GR06268,PO06268,2024-10-15,261,2
GR06269,PO06269,2023-09-11,840,4
GR06270,PO06270,2024-11-05,609,11
GR06271,PO06271,2024-02-10,166,2
GR06272,PO06272,2024-04-21,923,17
GR06273,PO06273,2024-09-05,177,3
GR06274,PO06274,2025-01-24,861,31
GR06275,PO06275,2024-07-25,471,8
GR06276,PO06276,2023-02-28,55,0
GR06277,PO06277,2022-04-21,848,39
GR06278,PO06278,2023-08-05,566,10
GR06279,PO06279,2022-12-27,322,6
GR06280,PO06280,2024-08-23,364,5
GR06281,PO06281,2022-05-13,734,13
GR06282,PO06282,2022-01-31,49,0
GR06283,PO06283,2022-12-13,83,0
GR06284,PO06284,2024-11-07,74,0
GR06285,PO06285,2024-02-26,858,14
GR06286,PO06286,2022-06-12,906,33
GR06287,PO06287,2024-01-26,886,16
GR06288,PO06288,2024-10-07,391,7
GR06289,PO06289,2022-04-21,631,4
GR06290,PO06290,2023-08-01,297,2
GR06291,PO06291,2024-06-10,247,2
GR06292,PO06292,2023-11-05,897,13
GR06293,PO06293,2023-08-27,870,12
GR06294,PO06294,2022-04-14,180,1
GR06295,PO06295,2024-08-29,793,8
GR06296,PO06296,2023-03-05,460,8
GR06297,PO06297,2024-04-19,579,9
GR06298,PO06298,2022-03-22,496,3
GR06299,PO06299,2022-05-03,149,0
GR06300,PO06300,2023-05-12,561,9
GR06301,PO06301,2022-05-28,692,12
GR06302,PO06302,2022-12-30,911,15
GR06303,PO06303,2024-04-15,906,7
GR06304,PO06304,2022-06-17,380,1
GR06305,PO06305,2022-07-05,145,2
GR06306,PO06306,2023-01-02,72,0
GR06307,PO06307,2024-04-18,60,0
GR06308,PO06308,2023-09-13,74,0
GR06309,PO06309,2022-11-01,992,13
GR06310,PO06310,2022-11-08,634,7
GR06311,PO06311,2024-04-11,71,0
GR06312,PO06312,2024-11-12,513,8
GR06313,PO06313,2023-02-27,238,10
GR06314,PO06314,2024-06-12,716,2
GR06315,PO06315,2024-09-13,350,4
GR06316,PO06316,2022-10-28,594,10
GR06317,PO06317,2024-05-28,791,3
GR06318,PO06318,2024-05-29,837,12
GR06319,PO06319,2023-11-04,723,13
GR06320,PO06320,2022-07-13,326,4
GR06321,PO06321,2024-09-29,196,2
GR06322,PO06322,2024-06-20,703,2
GR06323,PO06323,2023-08-10,159,2
GR06324,PO06324,2024-11-27,997,7
GR06325,PO06325,2024-01-08,155,0
GR06326,PO06326,2025-01-20,335,3
GR06327,PO06327,2024-11-28,963,9
GR06328,PO06328,2023-11-11,140,2
GR06329,PO06329,2022-07-04,552,6
GR06330,PO06330,2022-10-23,980,27
GR06331,PO06331,2022-11-02,448,5
GR06332,PO06332,2024-06-02,550,5
GR06333,PO06333,2023-09-24,473,0
GR06334,PO06334,2024-03-16,547,5
GR06335,PO06335,2023-06-29,263,5
GR06336,PO06336,2024-11-09,429,6
GR06337,PO06337,2022-09-18,697,9
GR06338,PO06338,2024-04-19,874,13
GR06339,PO06339,2024-08-04,231,1
GR06340,PO06340,2023-12-12,55,0
GR06341,PO06341,2023-07-15,723,11
GR06342,PO06342,2023-06-08,169,5
GR06343,PO06343,2024-05-13,405,4
GR06344,PO06344,2023-06-04,678,10
GR06345,PO06345,2023-08-16,52,0
GR06346,PO06346,2023-10-19,583,2
GR06347,PO06347,2024-10-06,996,14
GR06348,PO06348,2023-11-30,245,2
GR06349,PO06349,2023-05-26,598,0
GR06350,PO06350,2024-08-11,576,1
GR06351,PO06351,2023-02-14,824,22
GR06352,PO06352,2024-06-13,271,5
GR06353,PO06353,2024-06-05,165,8
GR06354,PO06354,2022-12-28,79,1
GR06355,PO06355,2023-08-19,188,3
GR06356,PO06356,2024-05-19,135,1
GR06357,PO06357,2023-02-23,322,5
GR06358,PO06358,2023-08-07,538,6
GR06359,PO06359,2023-12-25,142,1
GR06360,PO06360,2023-12-25,773,18
GR06361,PO06361,2023-09-28,523,6
GR06362,PO06362,2022-01-15,491,4
GR06363,PO06363,2022-04-03,456,11
GR06364,PO06364,2023-04-10,302,4
GR06365,PO06365,2024-08-01,250,3
