PO_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Quantity_Ordered,GR_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty,Supplier_Name,Base_Price,Category,Region,Delay_Days,Lead_Time_Days,Fill_Rate,Defect_Rate,Is_Late,Order_Year,Order_Month,Order_Quarter,Supplier_Avg_LT,Supplier_Late_Rate,Supplier_Late_Severity,Supplier_Defect_Rate,Supplier_Reliability,Expected_Lead_Time
PO03108,SUP010,2024-04-10,2024-05-01,146,GR03108,2024-05-05,141,1,PT Iswahyudi Tbk,352.09,Electronic,Domestic,4,25,0.9657534246575342,0.0070921985815602,1,2024,4,2,22.37142857142857,0.4057142857142857,1.3714285714285714,0.011127255065038446,0.5942857142857143,21
PO05163,SUP027,2024-04-10,2024-05-01,264,GR05163,2024-05-04,263,1,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,3,24,0.9962121212121212,0.0038022813688212,1,2024,4,2,22.029761904761905,0.30357142857142855,1.0297619047619047,0.010614287566210006,0.6964285714285714,21
PO03418,SUP023,2024-04-10,2024-05-01,117,GR03418,2024-05-02,113,5,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,1,22,0.9658119658119658,0.0442477876106194,1,2024,4,2,23.394160583941606,0.7956204379562044,2.394160583941606,0.03450916982552915,0.2043795620437956,21
PO04453,SUP017,2024-04-10,2024-05-05,566,GR04453,2024-05-06,566,4,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,1,26,1.0,0.0070671378091872,1,2024,4,2,26.16551724137931,0.4,1.1655172413793105,0.01082880575444258,0.6,25
PO02423,SUP008,2024-04-11,2024-05-06,829,GR02423,2024-05-09,828,14,CV Anggraini,118.02,Chemical,Asia,3,28,0.9987937273823884,0.0169082125603864,1,2024,4,2,26.40764331210191,0.40764331210191085,1.4076433121019107,0.011107019563323947,0.5923566878980892,25
PO06016,SUP031,2024-04-11,2024-04-21,884,GR06016,2024-04-21,881,11,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.996606334841629,0.0124858115777525,0,2024,4,2,11.158823529411764,0.4,1.1588235294117648,0.011190276011760028,0.6,10
PO06075,SUP030,2024-04-11,2024-04-25,617,GR06075,2024-04-28,616,7,PD Riyanti Haryanto,331.16,Packaging,Domestic,3,17,0.9983792544570502,0.0113636363636363,1,2024,4,2,14.941176470588236,0.2549019607843137,0.9411764705882353,0.01060531073457914,0.7450980392156863,14
PO04195,SUP004,2024-04-11,2024-05-06,900,GR04195,2024-05-08,898,14,PT Iswahyudi,299.34,Chemical,Domestic,2,27,0.9977777777777778,0.0155902004454342,1,2024,4,2,26.512345679012345,0.42592592592592593,1.5123456790123457,0.011217912872662935,0.5740740740740741,25
PO07414,SUP009,2024-04-11,2024-05-06,367,GR07414,2024-05-06,362,4,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,0.9863760217983653,0.011049723756906,0,2024,4,2,26.319371727748692,0.4293193717277487,1.3193717277486912,0.01083523401990207,0.5706806282722513,25
PO01828,SUP024,2024-04-12,2024-05-07,255,GR01828,2024-05-09,253,9,Perum Sihotang Prabowo,129.96,Chemical,Europe,2,27,0.992156862745098,0.0355731225296442,1,2024,4,2,27.90909090909091,0.8441558441558441,2.909090909090909,0.033127858818633796,0.1558441558441559,25
PO02845,SUP010,2024-04-12,2024-05-03,869,GR02845,2024-05-03,868,8,PT Iswahyudi Tbk,352.09,Electronic,Domestic,0,21,0.998849252013809,0.0092165898617511,0,2024,4,2,22.386363636363637,0.4090909090909091,1.3863636363636365,0.011104328607745956,0.5909090909090908,21
PO03805,SUP012,2024-04-12,2024-04-26,784,GR03805,2024-04-26,780,11,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,0.9948979591836736,0.0141025641025641,0,2024,4,2,14.748387096774193,0.2645161290322581,0.7483870967741936,0.011150983762892298,0.7354838709677419,14
PO05718,SUP028,2024-04-12,2024-04-26,583,GR05718,2024-04-28,583,3,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,2,16,1.0,0.0051457975986277,1,2024,4,2,14.830601092896174,0.273224043715847,0.8306010928961749,0.004592535365141163,0.7267759562841529,14
PO00712,SUP018,2024-04-12,2024-05-03,79,GR00712,2024-05-05,78,0,UD Zulaika Yuliarti,334.02,Electronic,Domestic,2,23,0.9873417721518988,0.0,1,2024,4,2,22.087591240875913,0.30656934306569344,1.0875912408759123,0.010830567741239635,0.6934306569343065,21
PO00325,SUP033,2024-04-12,2024-05-07,713,GR00325,2024-05-09,710,17,UD Kusumo Tbk,138.74,Chemical,Europe,2,27,0.9957924263674616,0.0239436619718309,1,2024,4,2,27.372413793103448,0.7448275862068966,2.372413793103448,0.03285393000883794,0.2551724137931034,25
PO06741,SUP026,2024-04-12,2024-05-07,119,GR06741,2024-05-08,116,1,CV Prayoga Tbk,345.46,Chemical,Domestic,1,26,0.9747899159663864,0.0086206896551724,1,2024,4,2,26.05960264900662,0.304635761589404,1.0596026490066226,0.010280857880661695,0.695364238410596,25
PO05558,SUP031,2024-04-12,2024-04-22,696,GR05558,2024-04-22,696,8,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,1.0,0.0114942528735632,0,2024,4,2,11.152046783625732,0.39766081871345027,1.152046783625731,0.0111978522431401,0.6023391812865497,10
PO07018,SUP013,2024-04-12,2024-05-03,971,GR07018,2024-05-03,970,14,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,0.9989701338825951,0.0144329896907216,0,2024,4,2,22.651006711409394,0.46308724832214765,1.651006711409396,0.010866342422875834,0.5369127516778524,21
PO02721,SUP026,2024-04-12,2024-05-07,803,GR02721,2024-05-09,801,8,CV Prayoga Tbk,345.46,Chemical,Domestic,2,27,0.9975093399750934,0.0099875156054931,1,2024,4,2,26.05921052631579,0.3092105263157895,1.0592105263157894,0.010269935721283477,0.6907894736842105,25
PO04258,SUP025,2024-04-12,2024-04-22,634,GR04258,2024-04-24,629,9,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,2,12,0.9921135646687698,0.0143084260731319,1,2024,4,2,11.06701030927835,0.30927835051546393,1.0670103092783505,0.010906101767610785,0.6907216494845361,10
PO03600,SUP031,2024-04-13,2024-04-23,695,GR03600,2024-04-23,695,11,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,1.0,0.0158273381294964,0,2024,4,2,11.145348837209303,0.3953488372093023,1.1453488372093024,0.011199575502619304,0.6046511627906976,10
PO01177,SUP007,2024-04-13,2024-05-08,680,GR01177,2024-05-13,679,4,CV Hassanah Rahmawati Tbk,360.85,Chemical,Domestic,5,30,0.998529411764706,0.0058910162002945,1,2024,4,2,26.244318181818183,0.3522727272727273,1.2443181818181819,0.01016120456154434,0.6477272727272727,25
PO02545,SUP026,2024-04-13,2024-05-08,600,GR02545,2024-05-10,599,7,CV Prayoga Tbk,345.46,Chemical,Domestic,2,27,0.9983333333333332,0.011686143572621,1,2024,4,2,26.065359477124183,0.3137254901960784,1.065359477124183,0.010268089838173736,0.6862745098039216,25
PO03611,SUP019,2024-04-13,2024-04-27,346,GR03611,2024-05-02,346,6,Perum Usada,429.11,Packaging,Domestic,5,19,1.0,0.0173410404624277,1,2024,4,2,14.791946308724832,0.3087248322147651,0.7919463087248322,0.010490403299926268,0.6912751677852349,14
PO06180,SUP026,2024-04-13,2024-05-08,836,GR06180,2024-05-08,835,15,CV Prayoga Tbk,345.46,Chemical,Domestic,0,25,0.998803827751196,0.0179640718562874,0,2024,4,2,26.071428571428573,0.3181818181818182,1.0714285714285714,0.01027729797930651,0.6818181818181819,25
PO02205,SUP005,2024-04-13,2024-05-04,533,GR02205,2024-05-11,528,7,CV Mayasari Suartini,55.91,Electronic,Domestic,7,28,0.9906191369606004,0.0132575757575757,1,2024,4,2,22.083333333333332,0.3333333333333333,1.0833333333333333,0.010007955133878258,0.6666666666666667,21
PO00105,SUP008,2024-04-13,2024-05-08,961,GR00105,2024-05-08,959,15,CV Anggraini,118.02,Chemical,Asia,0,25,0.9979188345473464,0.0156412930135557,0,2024,4,2,26.417721518987342,0.41139240506329117,1.4177215189873418,0.01114373597469776,0.5886075949367089,25
PO03224,SUP009,2024-04-14,2024-05-09,139,GR03224,2024-05-13,134,1,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,4,29,0.9640287769784172,0.0074626865671641,1,2024,4,2,26.3125,0.4270833333333333,1.3125,0.010836351153948966,0.5729166666666667,25
PO03275,SUP032,2024-04-14,2024-04-28,754,GR03275,2024-04-28,754,12,PT Zulaika,130.85,Packaging,Domestic,0,14,1.0,0.0159151193633952,0,2024,4,2,15.051724137931034,0.27011494252873564,1.0517241379310345,0.010498264256427923,0.7298850574712643,14
PO03116,SUP026,2024-04-14,2024-05-09,632,GR03116,2024-05-09,627,6,CV Prayoga Tbk,345.46,Chemical,Domestic,0,25,0.9920886075949368,0.0095693779904306,0,2024,4,2,26.06451612903226,0.3161290322580645,1.064516129032258,0.010326890068835418,0.6838709677419355,25
PO07007,SUP009,2024-04-14,2024-05-09,997,GR07007,2024-05-09,996,5,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,0.9989969909729188,0.0050200803212851,0,2024,4,2,26.326424870466322,0.43005181347150256,1.3264248704663213,0.0108188710265563,0.5699481865284974,25
PO05210,SUP013,2024-04-14,2024-05-05,564,GR05210,2024-05-09,561,6,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,4,25,0.9946808510638298,0.0106951871657754,1,2024,4,2,22.64,0.46,1.64,0.01089012007132814,0.54,21
PO05066,SUP013,2024-04-14,2024-05-05,72,GR05066,2024-05-05,72,1,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,1.0,0.0138888888888888,0,2024,4,2,22.655629139072847,0.46357615894039733,1.6556291390728477,0.01088882912493375,0.5364238410596027,21
PO02609,SUP010,2024-04-14,2024-05-05,803,GR02609,2024-05-05,798,11,PT Iswahyudi Tbk,352.09,Electronic,Domestic,0,21,0.9937733499377336,0.0137844611528822,0,2024,4,2,22.37853107344633,0.4067796610169492,1.3785310734463276,0.011093663417090617,0.5932203389830508,21
PO05131,SUP017,2024-04-15,2024-05-10,710,GR05131,2024-05-10,710,11,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,0,25,1.0,0.0154929577464788,0,2024,4,2,26.164383561643834,0.4041095890410959,1.1643835616438356,0.010803040905502473,0.595890410958904,25
PO06753,SUP017,2024-04-15,2024-05-10,167,GR06753,2024-05-15,166,1,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,5,30,0.994011976047904,0.0060240963855421,1,2024,4,2,26.156462585034014,0.4013605442176871,1.1564625850340136,0.010834945101699592,0.5986394557823129,25
PO06536,SUP012,2024-04-15,2024-04-29,565,GR06536,2024-05-04,564,8,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,5,19,0.9982300884955752,0.0141843971631205,1,2024,4,2,14.743589743589743,0.26282051282051283,0.7435897435897436,0.011169904149685064,0.7371794871794872,14
PO01215,SUP012,2024-04-15,2024-04-29,64,GR01215,2024-04-29,59,1,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,0.921875,0.0169491525423728,0,2024,4,2,14.770700636942674,0.267515923566879,0.7707006369426752,0.011189104742127328,0.7324840764331211,14
PO03314,SUP008,2024-04-15,2024-05-10,143,GR03314,2024-05-13,141,1,CV Anggraini,118.02,Chemical,Asia,3,28,0.986013986013986,0.0070921985815602,1,2024,4,2,26.40880503144654,0.4088050314465409,1.4088050314465408,0.011172022496954728,0.5911949685534591,25
PO00202,SUP008,2024-04-15,2024-05-10,787,GR00202,2024-05-13,782,10,CV Anggraini,118.02,Chemical,Asia,3,28,0.9936467598475224,0.0127877237851662,1,2024,4,2,26.41875,0.4125,1.41875,0.011146523597483513,0.5875,25
PO05118,SUP006,2024-04-15,2024-04-22,352,GR05118,2024-04-22,352,6,Perum Napitupulu,304.99,Food,Europe,0,7,1.0,0.0170454545454545,0,2024,4,2,8.54375,0.46875,1.54375,0.01125688882390832,0.53125,7
PO05689,SUP025,2024-04-15,2024-04-25,157,GR05689,2024-04-25,157,2,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,0,10,1.0,0.0127388535031847,0,2024,4,2,11.071794871794872,0.3128205128205128,1.0717948717948718,0.010923549584562174,0.6871794871794872,10
PO02525,SUP008,2024-04-15,2024-05-10,597,GR02525,2024-05-10,597,7,CV Anggraini,118.02,Chemical,Asia,0,25,1.0,0.0117252931323283,0,2024,4,2,26.428571428571427,0.4161490683229814,1.4285714285714286,0.011156717387469121,0.5838509316770186,25
PO03601,SUP005,2024-04-15,2024-05-06,750,GR03601,2024-05-06,749,8,CV Mayasari Suartini,55.91,Electronic,Domestic,0,21,0.9986666666666668,0.0106809078771695,0,2024,4,2,22.124137931034483,0.33793103448275863,1.1241379310344828,0.010030366310593413,0.6620689655172414,21
PO02697,SUP015,2024-04-15,2024-04-25,981,GR02697,2024-04-25,981,13,UD Hutapea Pradipta,71.16,Services,Europe,0,10,1.0,0.0132517838939857,0,2024,4,2,11.407142857142857,0.45,1.4071428571428573,0.01108293732370087,0.55,10
PO02380,SUP034,2024-04-16,2024-05-11,432,GR02380,2024-05-11,430,3,CV Hasanah Adriansyah Tbk,449.93,Chemical,Asia,0,25,0.9953703703703703,0.0069767441860465,0,2024,4,2,26.530201342281877,0.4899328859060403,1.5302013422818792,0.010891411843703194,0.5100671140939597,25
PO03364,SUP031,2024-04-16,2024-04-26,187,GR03364,2024-04-26,185,1,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.9893048128342246,0.0054054054054054,0,2024,4,2,11.138728323699421,0.3930635838150289,1.138728323699422,0.011226325575607033,0.6069364161849711,10
PO00975,SUP029,2024-04-16,2024-04-23,85,GR00975,2024-04-23,82,1,PT Mangunsong,439.42,Food,Europe,0,7,0.9647058823529412,0.0121951219512195,0,2024,4,2,8.322981366459627,0.37888198757763975,1.3229813664596273,0.01083835370022306,0.6211180124223603,7
PO05297,SUP008,2024-04-16,2024-05-11,287,GR05297,2024-05-15,284,4,CV Anggraini,118.02,Chemical,Asia,4,29,0.989547038327526,0.0140845070422535,1,2024,4,2,26.419753086419753,0.41358024691358025,1.4197530864197532,0.011160227114289238,0.5864197530864197,25
PO00513,SUP033,2024-04-16,2024-05-11,654,GR00513,2024-05-13,653,21,UD Kusumo Tbk,138.74,Chemical,Europe,2,27,0.9984709480122324,0.0321592649310872,1,2024,4,2,27.36986301369863,0.7465753424657534,2.3698630136986303,0.032792900775707755,0.2534246575342466,25
PO00637,SUP014,2024-04-16,2024-05-11,707,GR00637,2024-05-16,702,7,PT Gunawan Wijayanti,405.49,Chemical,Asia,5,30,0.9929278642149928,0.0099715099715099,1,2024,4,2,26.466666666666665,0.3933333333333333,1.4666666666666666,0.011599008851849474,0.6066666666666667,25
PO00351,SUP001,2024-04-16,2024-05-07,579,GR00351,2024-05-07,575,9,PT Saefullah,373.36,Electronic,Domestic,0,21,0.993091537132988,0.0156521739130434,0,2024,4,2,21.910828025477706,0.27388535031847133,0.910828025477707,0.011115873391043437,0.7261146496815287,21
PO05887,SUP003,2024-04-16,2024-05-07,629,GR05887,2024-05-10,625,24,Perum Anggraini,372.93,Electronic,Europe,3,24,0.9936406995230525,0.0384,1,2024,4,2,23.436046511627907,0.8662790697674418,2.436046511627907,0.034593382020821746,0.13372093023255816,21
PO05505,SUP030,2024-04-17,2024-05-01,222,GR05505,2024-05-04,217,1,PD Riyanti Haryanto,331.16,Packaging,Domestic,3,17,0.9774774774774776,0.0046082949308755,1,2024,4,2,14.954545454545455,0.2597402597402597,0.9545454545454546,0.010610234926975614,0.7402597402597403,14
PO05983,SUP027,2024-04-17,2024-05-08,195,GR05983,2024-05-13,195,2,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,5,26,1.0,0.0102564102564102,1,2024,4,2,22.041420118343197,0.3076923076923077,1.0414201183431953,0.010573979837231373,0.6923076923076923,21
PO00560,SUP017,2024-04-17,2024-05-12,517,GR00560,2024-05-12,516,7,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,0,25,0.9980657640232108,0.0135658914728682,0,2024,4,2,26.18243243243243,0.40540540540540543,1.1824324324324325,0.010802439367130962,0.5945945945945945,25
PO06238,SUP013,2024-04-17,2024-05-08,745,GR06238,2024-05-08,741,13,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,0.9946308724832216,0.0175438596491228,0,2024,4,2,22.644736842105264,0.4605263157894737,1.644736842105263,0.010908566360222928,0.5394736842105263,21
PO07408,SUP011,2024-04-17,2024-05-01,857,GR07408,2024-05-06,856,3,UD Situmorang,86.18,Packaging,Asia,5,19,0.998833138856476,0.0035046728971962,1,2024,4,2,14.772151898734178,0.26582278481012656,0.7721518987341772,0.00394613227948853,0.7341772151898734,14
PO00009,SUP030,2024-04-17,2024-05-01,591,GR00009,2024-05-03,588,8,PD Riyanti Haryanto,331.16,Packaging,Domestic,2,16,0.9949238578680204,0.0136054421768707,1,2024,4,2,14.96774193548387,0.2645161290322581,0.967741935483871,0.010571512733452389,0.7354838709677419,14
PO00076,SUP009,2024-04-17,2024-05-12,482,GR00076,2024-05-14,479,6,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,2,27,0.9937759336099584,0.0125260960334029,1,2024,4,2,26.31958762886598,0.42783505154639173,1.3195876288659794,0.010788980352817786,0.5721649484536082,25
PO00039,SUP031,2024-04-17,2024-04-27,612,GR00039,2024-04-27,609,6,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.9950980392156864,0.0098522167487684,0,2024,4,2,11.132183908045977,0.39080459770114945,1.132183908045977,0.011192872011410473,0.6091954022988506,10
PO01153,SUP035,2024-04-17,2024-04-27,412,GR01153,2024-04-27,409,7,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.9927184466019418,0.0171149144254278,0,2024,4,2,10.98235294117647,0.3176470588235294,0.9823529411764705,0.01043163848255808,0.6823529411764706,10
PO02603,SUP033,2024-04-17,2024-05-12,60,GR02603,2024-05-15,58,2,UD Kusumo Tbk,138.74,Chemical,Europe,3,28,0.9666666666666668,0.0344827586206896,1,2024,4,2,27.367346938775512,0.7482993197278912,2.36734693877551,0.032788590327785166,0.2517006802721088,25
PO05999,SUP003,2024-04-18,2024-05-09,669,GR05999,2024-05-09,664,23,Perum Anggraini,372.93,Electronic,Europe,0,21,0.992526158445441,0.0346385542168674,0,2024,4,2,23.439306358381504,0.8670520231213873,2.439306358381503,0.034615385592955725,0.1329479768786127,21
PO06436,SUP008,2024-04-18,2024-05-13,913,GR06436,2024-05-17,911,17,CV Anggraini,118.02,Chemical,Asia,4,29,0.9978094194961664,0.0186608122941822,1,2024,4,2,26.43558282208589,0.4171779141104294,1.4355828220858895,0.01117816748194546,0.5828220858895705,25
PO02652,SUP033,2024-04-18,2024-05-13,90,GR02652,2024-05-19,86,3,UD Kusumo Tbk,138.74,Chemical,Europe,6,31,0.9555555555555556,0.0348837209302325,1,2024,4,2,27.37162162162162,0.75,2.3716216216216215,0.03280003741084533,0.25,25
PO05316,SUP025,2024-04-18,2024-04-28,744,GR05316,2024-04-28,744,3,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,0,10,1.0,0.0040322580645161,0,2024,4,2,11.066326530612244,0.3112244897959184,1.066326530612245,0.010932811339249024,0.6887755102040816,10
PO01711,SUP029,2024-04-18,2024-04-25,59,GR01711,2024-04-27,54,0,PT Mangunsong,439.42,Food,Europe,2,9,0.9152542372881356,0.0,1,2024,4,2,8.314814814814815,0.3765432098765432,1.3148148148148149,0.010846728812883533,0.6234567901234568,7
PO00846,SUP022,2024-04-18,2024-04-25,947,GR00846,2024-04-26,947,15,PT Pradana (Persero) Tbk,140.82,Food,Europe,1,8,1.0,0.0158394931362196,1,2024,4,2,8.474025974025974,0.4675324675324675,1.474025974025974,0.010958997448279701,0.5324675324675325,7
PO05100,SUP032,2024-04-19,2024-05-03,581,GR05100,2024-05-03,576,7,PT Zulaika,130.85,Packaging,Domestic,0,14,0.991394148020654,0.0121527777777777,0,2024,4,2,15.045714285714286,0.26857142857142857,1.0457142857142858,0.01052921771418202,0.7314285714285714,14
PO00119,SUP035,2024-04-19,2024-04-29,268,GR00119,2024-04-29,267,3,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.996268656716418,0.0112359550561797,0,2024,4,2,10.976608187134502,0.3157894736842105,0.9766081871345029,0.010470721967604102,0.6842105263157895,10
PO05977,SUP018,2024-04-19,2024-05-10,692,GR05977,2024-05-11,687,10,UD Zulaika Yuliarti,334.02,Electronic,Domestic,1,22,0.9927745664739884,0.0145560407569141,1,2024,4,2,22.094202898550726,0.3115942028985507,1.0942028985507246,0.010752085366303116,0.6884057971014492,21
PO07137,SUP032,2024-04-19,2024-05-03,551,GR07137,2024-05-05,549,4,PT Zulaika,130.85,Packaging,Domestic,2,16,0.9963702359346642,0.0072859744990892,1,2024,4,2,15.039772727272727,0.26704545454545453,1.0397727272727273,0.010538442487270632,0.7329545454545454,14
PO00482,SUP008,2024-04-19,2024-05-14,522,GR00482,2024-05-14,520,5,CV Anggraini,118.02,Chemical,Asia,0,25,0.9961685823754788,0.0096153846153846,0,2024,4,2,26.451219512195124,0.42073170731707316,1.451219512195122,0.011223793364946904,0.5792682926829269,25
PO04121,SUP017,2024-04-19,2024-05-14,94,GR04121,2024-05-20,93,1,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,6,31,0.9893617021276596,0.010752688172043,1,2024,4,2,26.174496644295303,0.40268456375838924,1.174496644295302,0.010820986025558726,0.5973154362416108,25
PO01279,SUP027,2024-04-19,2024-05-10,433,GR01279,2024-05-10,428,2,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9884526558891455,0.0046728971962616,0,2024,4,2,22.064705882352943,0.31176470588235294,1.0647058823529412,0.010572111780873602,0.6882352941176471,21
PO01222,SUP026,2024-04-19,2024-05-14,735,GR01222,2024-05-14,734,13,CV Prayoga Tbk,345.46,Chemical,Domestic,0,25,0.998639455782313,0.0177111716621253,0,2024,4,2,26.057692307692307,0.3141025641025641,1.0576923076923077,0.010322034222178977,0.6858974358974359,25
PO02928,SUP035,2024-04-19,2024-04-29,58,GR02928,2024-05-01,56,0,Perum Kurniawan Utami,117.47,Services,Asia,2,12,0.9655172413793104,0.0,1,2024,4,2,10.970930232558139,0.313953488372093,0.9709302325581395,0.010475170997188844,0.686046511627907,10
PO02583,SUP018,2024-04-20,2024-05-11,929,GR02583,2024-05-11,925,10,UD Zulaika Yuliarti,334.02,Electronic,Domestic,0,21,0.9956942949407964,0.0108108108108108,0,2024,4,2,22.093525179856115,0.31654676258992803,1.0935251798561152,0.010779451951847081,0.6834532374100719,21
PO05781,SUP031,2024-04-20,2024-04-30,454,GR05781,2024-05-04,449,6,PD Riyanti Hastuti Tbk,234.84,Services,Europe,4,14,0.9889867841409692,0.0133630289532293,1,2024,4,2,11.125714285714286,0.38857142857142857,1.1257142857142857,0.011185211124195373,0.6114285714285714,10
PO06648,SUP030,2024-04-20,2024-05-04,480,GR06648,2024-05-04,478,5,PD Riyanti Haryanto,331.16,Packaging,Domestic,0,14,0.9958333333333332,0.0104602510460251,0,2024,4,2,14.974358974358974,0.2692307692307692,0.9743589743589743,0.010590960999115325,0.7307692307692308,14
PO01031,SUP008,2024-04-20,2024-05-15,580,GR01031,2024-05-16,578,7,CV Anggraini,118.02,Chemical,Asia,1,26,0.996551724137931,0.0121107266435986,1,2024,4,2,26.44242424242424,0.41818181818181815,1.4424242424242424,0.011214045433131375,0.5818181818181818,25
PO04978,SUP017,2024-04-20,2024-05-15,303,GR04978,2024-05-16,302,4,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,1,26,0.9966996699669968,0.0132450331125827,1,2024,4,2,26.206666666666667,0.4066666666666667,1.2066666666666668,0.010820530706535289,0.5933333333333333,25
PO03740,SUP007,2024-04-21,2024-05-16,695,GR03740,2024-05-20,693,3,CV Hassanah Rahmawati Tbk,360.85,Chemical,Domestic,4,29,0.9971223021582734,0.0043290043290043,1,2024,4,2,26.26553672316384,0.3559322033898305,1.265536723163842,0.010137079203571178,0.6440677966101696,25
PO04186,SUP026,2024-04-21,2024-05-16,546,GR04186,2024-05-18,543,4,CV Prayoga Tbk,345.46,Chemical,Domestic,2,27,0.9945054945054944,0.007366482504604,1,2024,4,2,26.05095541401274,0.31210191082802546,1.0509554140127388,0.010369098791860164,0.6878980891719746,25
PO06222,SUP010,2024-04-21,2024-05-12,968,GR06222,2024-05-12,967,10,PT Iswahyudi Tbk,352.09,Electronic,Domestic,0,21,0.9989669421487604,0.0103412616339193,0,2024,4,2,22.370786516853933,0.4044943820224719,1.3707865168539326,0.011108780258302932,0.5955056179775281,21
PO05760,SUP026,2024-04-21,2024-05-16,272,GR05760,2024-05-20,271,4,CV Prayoga Tbk,345.46,Chemical,Domestic,4,29,0.9963235294117648,0.014760147601476,1,2024,4,2,26.056962025316455,0.31645569620253167,1.0569620253164558,0.01035009489130791,0.6835443037974683,25
PO02808,SUP031,2024-04-22,2024-05-02,430,GR02808,2024-05-04,425,6,PD Riyanti Hastuti Tbk,234.84,Services,Europe,2,12,0.9883720930232558,0.0141176470588235,1,2024,4,2,11.142045454545455,0.39204545454545453,1.1420454545454546,0.011197585089133067,0.6079545454545454,10
PO00495,SUP033,2024-04-22,2024-05-17,323,GR00495,2024-05-18,319,10,UD Kusumo Tbk,138.74,Chemical,Europe,1,26,0.9876160990712074,0.0313479623824451,1,2024,4,2,27.395973154362416,0.7516778523489933,2.3959731543624163,0.03281402186399558,0.24832214765100669,25
PO06642,SUP028,2024-04-22,2024-05-06,148,GR06642,2024-05-06,145,0,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,0.9797297297297296,0.0,0,2024,4,2,14.83695652173913,0.27717391304347827,0.8369565217391305,0.004595542225105764,0.7228260869565217,14
PO02026,SUP001,2024-04-22,2024-05-13,487,GR02026,2024-05-13,486,2,PT Saefullah,373.36,Electronic,Domestic,0,21,0.997946611909651,0.0041152263374485,0,2024,4,2,21.90506329113924,0.2721518987341772,0.9050632911392406,0.011144584153840904,0.7278481012658228,21
PO00148,SUP001,2024-04-22,2024-05-13,164,GR00148,2024-05-15,159,1,PT Saefullah,373.36,Electronic,Domestic,2,23,0.9695121951219512,0.0062893081761006,1,2024,4,2,21.89937106918239,0.27044025157232704,0.89937106918239,0.01110037435625353,0.729559748427673,21
PO07122,SUP014,2024-04-22,2024-05-17,53,GR07122,2024-05-17,51,0,PT Gunawan Wijayanti,405.49,Chemical,Asia,0,25,0.9622641509433962,0.0,0,2024,4,2,26.490066225165563,0.3973509933774834,1.490066225165563,0.011588230713569079,0.6026490066225165,25
PO03328,SUP020,2024-04-22,2024-05-13,366,GR03328,2024-05-13,362,6,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,0.989071038251366,0.0165745856353591,0,2024,4,2,22.286624203821656,0.4267515923566879,1.286624203821656,0.010939496696530859,0.5732484076433121,21
PO00906,SUP032,2024-04-22,2024-05-06,661,GR00906,2024-05-06,659,12,PT Zulaika,130.85,Packaging,Domestic,0,14,0.9969742813918304,0.0182094081942336,0,2024,4,2,15.045197740112995,0.2711864406779661,1.0451977401129944,0.010520066961913675,0.728813559322034,14
PO03967,SUP023,2024-04-22,2024-05-13,341,GR03967,2024-05-16,339,6,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,3,24,0.9941348973607038,0.0176991150442477,1,2024,4,2,23.384057971014492,0.7971014492753623,2.3840579710144927,0.03457973951962401,0.2028985507246377,21
